land_cover_land1_sea0_surface , soil_porosity_surface 1.0
maximumcomposite_radar_reflectivity_entire_atmosphere , plant_canopy_surface_water_surface 0.23471024632453918
plant_canopy_surface_water_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.23471024632453918
downward_long_wave_rad_flux_surface , planetary_boundary_layer_height_surface 0.23274563252925873
planetary_boundary_layer_height_surface , downward_long_wave_rad_flux_surface 0.23274563252925873
relative_humidity_zerodegc_isotherm , u-component_of_wind_pblri 0.2320927232503891
u-component_of_wind_pblri , relative_humidity_zerodegc_isotherm 0.2320927232503891
surface_wind_gust_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.23177948594093323
maximumcomposite_radar_reflectivity_entire_atmosphere , surface_wind_gust_surface 0.23177948594093323
surface_roughness_surface , pressure_tropopause 0.2305832803249359
pressure_tropopause , surface_roughness_surface 0.2305832803249359
total_cloud_cover_entire_atmosphere , downward_long_wave_rad_flux_surface 0.23057936131954193
downward_long_wave_rad_flux_surface , total_cloud_cover_entire_atmosphere 0.23057936131954193
surface_roughness_surface , temperature_tropopause 0.22702986001968384
temperature_tropopause , surface_roughness_surface 0.22702986001968384
u-component_of_wind_maximum_wind , u-component_of_wind_pblri 0.22637423872947693
u-component_of_wind_pblri , u-component_of_wind_maximum_wind 0.22637423872947693
categorical_snow_yes1_no0_surface , albedo_surface 0.22541730105876923
albedo_surface , categorical_snow_yes1_no0_surface 0.22541730105876923
water_equiv_of_accum_snow_depth_surface , categorical_snow_yes1_no0_surface 0.22515490651130676
categorical_snow_yes1_no0_surface , water_equiv_of_accum_snow_depth_surface 0.22515490651130676
temperature_tropopause , wilting_point_surface 0.22323954105377197
temperature_tropopause , direct_evaporation_cease_soil_moisture_surface 0.22323954105377197
wilting_point_surface , temperature_tropopause 0.22323954105377197
direct_evaporation_cease_soil_moisture_surface , temperature_tropopause 0.22323954105377197
relative_humidity_zerodegc_isotherm , friction_velocity_surface 0.22205650806427002
friction_velocity_surface , relative_humidity_zerodegc_isotherm 0.22205650806427002
water_equiv_of_accum_snow_depth_surface , number_of_soil_layers_in_root_zone_surface 0.21816568076610565
number_of_soil_layers_in_root_zone_surface , water_equiv_of_accum_snow_depth_surface 0.21816568076610565
maximumcomposite_radar_reflectivity_entire_atmosphere , v-component_of_wind_tropopause 0.21732863783836365
v-component_of_wind_tropopause , maximumcomposite_radar_reflectivity_entire_atmosphere 0.21732863783836365
temperature_tropopause , snow_depth_surface 0.21712523698806763
snow_depth_surface , temperature_tropopause 0.21712523698806763
water_equiv_of_accum_snow_depth_surface , land_cover_land1_sea0_surface 0.21705566346645355
water_equiv_of_accum_snow_depth_surface , soil_porosity_surface 0.21705566346645355
land_cover_land1_sea0_surface , water_equiv_of_accum_snow_depth_surface 0.21705566346645355
soil_porosity_surface , water_equiv_of_accum_snow_depth_surface 0.21705566346645355
categorical_snow_yes1_no0_surface , pressure_tropopause 0.21674910187721252
pressure_tropopause , categorical_snow_yes1_no0_surface 0.21674910187721252
maximumcomposite_radar_reflectivity_entire_atmosphere , v-component_of_wind_maximum_wind 0.2162601798772812
v-component_of_wind_maximum_wind , maximumcomposite_radar_reflectivity_entire_atmosphere 0.2162601798772812
surface_wind_gust_surface , geopotential_height_pblri 0.21564795076847076
geopotential_height_pblri , surface_wind_gust_surface 0.21564795076847076
surface_wind_gust_surface , pressure_surface 0.21205207705497742
pressure_surface , surface_wind_gust_surface 0.21205207705497742
pressure_surface , temperature_surface 0.20792588591575623
temperature_surface , pressure_surface 0.20792588591575623
vegitation_type_as_in_sib_surface , snow_depth_surface 0.2075386792421341
snow_depth_surface , vegitation_type_as_in_sib_surface 0.2075386792421341
pressure_tropopause , wilting_point_surface 0.20738495886325836
pressure_tropopause , direct_evaporation_cease_soil_moisture_surface 0.20738495886325836
wilting_point_surface , pressure_tropopause 0.20738495886325836
direct_evaporation_cease_soil_moisture_surface , pressure_tropopause 0.20738495886325836
relative_humidity_zerodegc_isotherm , snow_depth_surface 0.2071557492017746
snow_depth_surface , relative_humidity_zerodegc_isotherm 0.2071557492017746
plant_canopy_surface_water_surface , pressure_tropopause 0.20653408765792847
pressure_tropopause , plant_canopy_surface_water_surface 0.20653408765792847
albedo_surface , surface_roughness_surface 0.20636118948459625
surface_roughness_surface , albedo_surface 0.20636118948459625
relative_humidity_zerodegc_isotherm , pressure_maximum_wind 0.20535658299922943
pressure_maximum_wind , relative_humidity_zerodegc_isotherm 0.20535658299922943
lightning_surface , precipitable_water_entire_atmosphere 0.2030617892742157
precipitable_water_entire_atmosphere , lightning_surface 0.2030617892742157
friction_velocity_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.20229853689670563
maximumcomposite_radar_reflectivity_entire_atmosphere , friction_velocity_surface 0.20229853689670563
plant_canopy_surface_water_surface , temperature_tropopause 0.2012861967086792
temperature_tropopause , plant_canopy_surface_water_surface 0.2012861967086792
water_equiv_of_accum_snow_depth_surface , transpiration_stress-onset_soil_moisture_surface 0.20072121918201447
transpiration_stress-onset_soil_moisture_surface , water_equiv_of_accum_snow_depth_surface 0.20072121918201447
geopotential_height_lltw , visibility_surface 0.20028619468212128
visibility_surface , geopotential_height_lltw 0.20028619468212128
vegitation_type_as_in_sib_surface , temperature_tropopause 0.19630835950374603
temperature_tropopause , vegitation_type_as_in_sib_surface 0.19630835950374603
relative_humidity_zerodegc_isotherm , wilting_point_surface 0.1952751874923706
relative_humidity_zerodegc_isotherm , direct_evaporation_cease_soil_moisture_surface 0.1952751874923706
wilting_point_surface , relative_humidity_zerodegc_isotherm 0.1952751874923706
direct_evaporation_cease_soil_moisture_surface , relative_humidity_zerodegc_isotherm 0.1952751874923706
geopotential_height_zerodegc_isotherm , downward_short_wave_rad_flux_surface 0.1949547976255417
downward_short_wave_rad_flux_surface , geopotential_height_zerodegc_isotherm 0.1949547976255417
friction_velocity_surface , plant_canopy_surface_water_surface 0.19359715282917023
plant_canopy_surface_water_surface , friction_velocity_surface 0.19359715282917023
soil_type_as_in_zobler_surface , temperature_tropopause 0.19298963248729706
temperature_tropopause , soil_type_as_in_zobler_surface 0.19298963248729706
u-component_of_wind_tropopause , pressure_tropopause 0.19264532625675201
pressure_tropopause , u-component_of_wind_tropopause 0.19264532625675201
pressure_surface , mean_sea_level_pressure_nam_model_reduction_msl 0.1922926902770996
mean_sea_level_pressure_nam_model_reduction_msl , pressure_surface 0.1922926902770996
friction_velocity_surface , downward_short_wave_rad_flux_surface 0.19228105247020721
downward_short_wave_rad_flux_surface , friction_velocity_surface 0.19228105247020721
upward_short_wave_rad_flux_surface , ice_cover_ice1_no_ice0_surface 0.19172754883766174
ice_cover_ice1_no_ice0_surface , upward_short_wave_rad_flux_surface 0.19172754883766174
visibility_surface , pressure_reduced_to_msl_msl 0.19170215725898743
pressure_reduced_to_msl_msl , visibility_surface 0.19170215725898743
relative_humidity_zerodegc_isotherm , surface_roughness_surface 0.19122527539730072
surface_roughness_surface , relative_humidity_zerodegc_isotherm 0.19122527539730072
categorical_rain_yes1_no0_surface , precipitable_water_entire_atmosphere 0.19081845879554749
precipitable_water_entire_atmosphere , categorical_rain_yes1_no0_surface 0.19081845879554749
snow_cover_surface , pressure_maximum_wind 0.18983224034309387
pressure_maximum_wind , snow_cover_surface 0.18983224034309387
maximumcomposite_radar_reflectivity_entire_atmosphere , pressure_tropopause 0.18778839707374573
pressure_tropopause , maximumcomposite_radar_reflectivity_entire_atmosphere 0.18778839707374573
pressure_maximum_wind , u-component_of_wind_pblri 0.18717508018016815
u-component_of_wind_pblri , pressure_maximum_wind 0.18717508018016815
soil_type_as_in_zobler_surface , pressure_tropopause 0.1870264708995819
pressure_tropopause , soil_type_as_in_zobler_surface 0.1870264708995819
friction_velocity_surface , snow_cover_surface 0.1866462379693985
snow_cover_surface , friction_velocity_surface 0.1866462379693985
v-component_of_wind_pblri , v-component_of_wind_tropopause 0.18551909923553467
v-component_of_wind_tropopause , v-component_of_wind_pblri 0.18551909923553467
upward_short_wave_rad_flux_surface , land_cover_land1_sea0_surface 0.1846524178981781
upward_short_wave_rad_flux_surface , soil_porosity_surface 0.1846524178981781
land_cover_land1_sea0_surface , upward_short_wave_rad_flux_surface 0.1846524178981781
soil_porosity_surface , upward_short_wave_rad_flux_surface 0.1846524178981781
surface_wind_gust_surface , u-component_of_wind_pblri 0.18432481586933136
u-component_of_wind_pblri , surface_wind_gust_surface 0.18432481586933136
relative_humidity_zerodegc_isotherm , soil_type_as_in_zobler_surface 0.18364086747169495
soil_type_as_in_zobler_surface , relative_humidity_zerodegc_isotherm 0.18364086747169495
geopotential_height_lltw , vegetation_surface 0.1835571527481079
vegetation_surface , geopotential_height_lltw 0.1835571527481079
water_equiv_of_accum_snow_depth_surface , vegitation_type_as_in_sib_surface 0.18334078788757324
vegitation_type_as_in_sib_surface , water_equiv_of_accum_snow_depth_surface 0.18334078788757324
water_equiv_of_accum_snow_depth_surface , temperature_tropopause 0.18320484459400177
temperature_tropopause , water_equiv_of_accum_snow_depth_surface 0.18320484459400177
relative_humidity_zerodegc_isotherm , categorical_snow_yes1_no0_surface 0.18254393339157104
categorical_snow_yes1_no0_surface , relative_humidity_zerodegc_isotherm 0.18254393339157104
visibility_surface , mean_sea_level_pressure_nam_model_reduction_msl 0.18243181705474854
mean_sea_level_pressure_nam_model_reduction_msl , visibility_surface 0.18243181705474854
maximumcomposite_radar_reflectivity_entire_atmosphere , temperature_tropopause 0.1823546439409256
temperature_tropopause , maximumcomposite_radar_reflectivity_entire_atmosphere 0.1823546439409256
upward_short_wave_rad_flux_surface , transpiration_stress-onset_soil_moisture_surface 0.18231487274169922
transpiration_stress-onset_soil_moisture_surface , upward_short_wave_rad_flux_surface 0.18231487274169922
snow_cover_surface , geopotential_height_surface 0.18205246329307556
geopotential_height_surface , snow_cover_surface 0.18205246329307556
vegitation_type_as_in_sib_surface , pressure_tropopause 0.18154111504554749
pressure_tropopause , vegitation_type_as_in_sib_surface 0.18154111504554749
downward_long_wave_rad_flux_surface , geopotential_height_pblri 0.18137024343013763
geopotential_height_pblri , downward_long_wave_rad_flux_surface 0.18137024343013763
geopotential_height_lltw , downward_short_wave_rad_flux_surface 0.18048831820487976
downward_short_wave_rad_flux_surface , geopotential_height_lltw 0.18048831820487976
upward_short_wave_rad_flux_surface , vegitation_type_as_in_sib_surface 0.1798633486032486
vegitation_type_as_in_sib_surface , upward_short_wave_rad_flux_surface 0.1798633486032486
water_equiv_of_accum_snow_depth_surface , relative_humidity_zerodegc_isotherm 0.17916090786457062
relative_humidity_zerodegc_isotherm , water_equiv_of_accum_snow_depth_surface 0.17916090786457062
surface_roughness_surface , snow_depth_surface 0.17819631099700928
snow_depth_surface , surface_roughness_surface 0.17819631099700928
downward_long_wave_rad_flux_surface , maximumcomposite_radar_reflectivity_entire_atmosphere 0.1773679554462433
maximumcomposite_radar_reflectivity_entire_atmosphere , downward_long_wave_rad_flux_surface 0.1773679554462433
convective_available_potential_energy_surface , downward_short_wave_rad_flux_surface 0.17561310529708862
downward_short_wave_rad_flux_surface , convective_available_potential_energy_surface 0.17561310529708862
surface_wind_gust_surface , categorical_rain_yes1_no0_surface 0.1755697876214981
categorical_rain_yes1_no0_surface , surface_wind_gust_surface 0.1755697876214981
soil_type_as_in_zobler_surface , snow_depth_surface 0.17428359389305115
snow_depth_surface , soil_type_as_in_zobler_surface 0.17428359389305115
albedo_surface , u-component_of_wind_pblri 0.17160968482494354
u-component_of_wind_pblri , albedo_surface 0.17160968482494354
snow_depth_surface , wilting_point_surface 0.1707233488559723
snow_depth_surface , direct_evaporation_cease_soil_moisture_surface 0.1707233488559723
wilting_point_surface , snow_depth_surface 0.1707233488559723
direct_evaporation_cease_soil_moisture_surface , snow_depth_surface 0.1707233488559723
categorical_snow_yes1_no0_surface , friction_velocity_surface 0.1702737808227539
friction_velocity_surface , categorical_snow_yes1_no0_surface 0.1702737808227539
v-component_of_wind_pblri , v-component_of_wind_maximum_wind 0.16922715306282043
v-component_of_wind_maximum_wind , v-component_of_wind_pblri 0.16922715306282043
friction_velocity_surface , geopotential_height_surface 0.16913506388664246
